[132, ':DM_hits Gene/Pro: ENSDARG00000a69463_48 Length:703 ---#hits =134 R: 3 NR: 12 ENSDARP00000091900']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_517 Length:1535 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_516 Length:1514 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_515 Length:1559 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_514 Length:1561 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_511 Length:1486 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_509 Length:1507 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_507 Length:1572 ---#hits =9 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_503 Length:1487 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_50 Length:1583 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_499 Length:1556 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_495 Length:1525 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_493 Length:1514 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_491 Length:1652 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_487 Length:1518 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_486 Length:1529 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_485 Length:1512 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_483 Length:1588 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_482 Length:1561 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_481 Length:1570 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_48 Length:1582 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_478 Length:1519 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_475 Length:1608 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_474 Length:1588 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_473 Length:1607 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_472 Length:1571 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_471 Length:1516 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_470 Length:1529 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_468 Length:1503 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_467 Length:1583 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_466 Length:1579 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_465 Length:1590 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_461 Length:1525 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_459 Length:1578 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_456 Length:1571 ---#hits =16 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_454 Length:1547 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_449 Length:1591 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_448 Length:1581 ---#hits =20 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_429 Length:1538 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_428 Length:1539 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_427 Length:1610 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_42 Length:1628 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_413 Length:1531 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_411 Length:1605 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_41 Length:1594 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_409 Length:1574 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_407 Length:1552 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_403 Length:1598 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_40 Length:1566 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_4 Length:1559 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_399 Length:1524 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_397 Length:1539 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_395 Length:1583 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_393 Length:1583 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_391 Length:1521 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_390 Length:1552 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_389 Length:1521 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_387 Length:1619 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_381 Length:1508 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_380 Length:1518 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_379 Length:1581 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_378 Length:1578 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_377 Length:1569 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_376 Length:1576 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_375 Length:1522 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_374 Length:1513 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_370 Length:1573 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_369 Length:1589 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_363 Length:1562 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_361 Length:1558 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_353 Length:1572 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_347 Length:1576 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_346 Length:1570 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_343 Length:1523 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_34 Length:1599 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_339 Length:1570 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_338 Length:1594 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_337 Length:1610 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_334 Length:1522 ---#hits =11 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_331 Length:1567 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_330 Length:1577 ---#hits =12 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_323 Length:1570 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_322 Length:1579 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_317 Length:1504 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_315 Length:1557 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_314 Length:1561 ---#hits =10 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_311 Length:1492 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_301 Length:1516 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_30 Length:1525 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_299 Length:1565 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_298 Length:1568 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_293 Length:1524 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_287 Length:1541 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_283 Length:1605 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_281 Length:1594 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_278 Length:1542 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_276 Length:1528 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_275 Length:1596 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_267 Length:1596 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_265 Length:1586 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_261 Length:1540 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_260 Length:1512 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_26 Length:1598 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_259 Length:1593 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_257 Length:1597 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_251 Length:1576 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_249 Length:1620 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_246 Length:1546 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_245 Length:1520 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_244 Length:1519 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_243 Length:1581 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_241 Length:1593 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_24 Length:1565 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_239 Length:1537 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_235 Length:1603 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_233 Length:1593 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_232 Length:1574 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_228 Length:1529 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_227 Length:1583 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_219 Length:1589 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_217 Length:1578 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_216 Length:1585 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_212 Length:1505 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_211 Length:1599 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_203 Length:1601 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_200 Length:1575 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_20 Length:1518 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_2 Length:1624 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_199 Length:1535 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_198 Length:1532 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_196 Length:1545 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_195 Length:1590 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_191 Length:1492 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_182 Length:1527 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_181 Length:1513 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_18 Length:1599 ---#hits =9 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_179 Length:1561 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_177 Length:1557 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_175 Length:1480 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_172 Length:1502 ---#hits =11 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_166 Length:1507 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_161 Length:1550 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_158 Length:1507 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_155 Length:1573 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_145 Length:1575 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_143 Length:1509 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_141 Length:1510 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_14 Length:1565 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_139 Length:1576 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_138 Length:1582 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_135 Length:1490 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_133 Length:1501 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_127 Length:1500 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_123 Length:1580 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_121 Length:1557 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_119 Length:1490 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_117 Length:1484 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_111 Length:1517 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_107 Length:1590 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_106 Length:1567 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_103 Length:1500 ---#hits =5 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000b39665_100 Length:1549 ---#hits =4 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000a39665_8 Length:1559 ---#hits =7 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000a39665_7 Length:1541 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000a39665_4 Length:1546 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000a39665_17 Length:1566 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000a39665_12 Length:1568 ---#hits =6 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000a39665_1 Length:1540 ---#hits =8 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000a39665_0 Length:1597 ---#hits =9 R: 10 NR: 12 ENSDARP00000057980']
[4, ':DM_hits Gene/Pro: ENSDARG00000086762_0 Length:588 ---#hits =4 R: 12 NR: 12 ENSDARP00000125872']
[4, ':DM_hits Gene/Pro: ENSDARG00000075752_7 Length:2823 ---#hits =4 R: 11 NR: 12 ENSDARP00000118849']
[4, ':DM_hits Gene/Pro: ENSDARG00000075752_6 Length:2823 ---#hits =4 R: 11 NR: 12 ENSDARP00000118849']
[4, ':DM_hits Gene/Pro: ENSDARG00000073952_3 Length:1347 ---#hits =4 R: 12 NR: 12 ENSDARP00000099401']
[4, ':DM_hits Gene/Pro: ENSDARG00000073952_2 Length:1345 ---#hits =4 R: 12 NR: 12 ENSDARP00000099401']
[4, ':DM_hits Gene/Pro: ENSDARG00000070913_1 Length:328 ---#hits =4 R: 10 NR: 12 ENSDARP00000095266']
[4, ':DM_hits Gene/Pro: ENSDARG00000068157_9 Length:1393 ---#hits =5 R: 10 NR: 11 ENSDARP00000107170']
[4, ':DM_hits Gene/Pro: ENSDARG00000068157_6 Length:1397 ---#hits =5 R: 10 NR: 11 ENSDARP00000107170']
[4, ':DM_hits Gene/Pro: ENSDARG00000068157_4 Length:1400 ---#hits =5 R: 10 NR: 11 ENSDARP00000107170']
[4, ':DM_hits Gene/Pro: ENSDARG00000068157_3 Length:1395 ---#hits =6 R: 10 NR: 11 ENSDARP00000107170']
[4, ':DM_hits Gene/Pro: ENSDARG00000068157_10 Length:1397 ---#hits =5 R: 10 NR: 11 ENSDARP00000107170']
[4, ':DM_hits Gene/Pro: ENSDARG00000068157_0 Length:1400 ---#hits =5 R: 10 NR: 11 ENSDARP00000107170']
[4, ':DM_hits Gene/Pro: ENSDARG00000059768_1 Length:1655 ---#hits =4 R: 12 NR: 12 ENSDARP00000125720']
[4, ':DM_hits Gene/Pro: ENSDARG00000058666_24 Length:607 ---#hits =7 R: 11 NR: 11 ENSDARP00000122307']
[4, ':DM_hits Gene/Pro: ENSDARG00000058666_18 Length:596 ---#hits =4 R: 11 NR: 11 ENSDARP00000122307']
[4, ':DM_hits Gene/Pro: ENSDARG00000038159_1 Length:693 ---#hits =10 R: 10 NR: 12 ENSDARP00000118493']
[4, ':DM_hits Gene/Pro: ENSDARG00000038159_0 Length:692 ---#hits =10 R: 10 NR: 12 ENSDARP00000118493']
[4, ':DM_hits Gene/Pro: ENSDARG00000027589_0 Length:640 ---#hits =6 R: 11 NR: 12 ENSDARP00000038430']
[4, ':DM_hits Gene/Pro: ENSDARG00000024560_2 Length:1156 ---#hits =4 R: 11 NR: 12 ENSDARP00000072959']
[4, ':DM_hits Gene/Pro: ENSDARG00000024546_0 Length:821 ---#hits =5 R: 10 NR: 12 ENSDARP00000090686']
[4, ':DM_hits Gene/Pro: ENSDARG00000017354_0 Length:1015 ---#hits =4 R: 8 NR: 11 ENSDARP00000011069']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_91 Length:238 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_86 Length:241 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_85 Length:240 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_84 Length:240 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_78 Length:238 ---#hits =5 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_77 Length:237 ---#hits =5 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_5 Length:237 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_4 Length:237 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_3 Length:238 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_19 Length:238 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_15 Length:241 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_13 Length:240 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741']
[4, ':DM_hits Gene/Pro: ENSDARG00000016999_12 Length:240 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741']
