:ENSDARG00000000906_0.txt  ---total Length:383 ---#hits =2 R: 12 NR: 12 ENSDARP00000052659
:ENSDARG00000058666_14.txt  ---total Length:586 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 150  126-217
ENSDARP00000122307 199  126-217
:ENSDARG00000058666_15.txt  ---total Length:594 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 197  126-217
ENSDARP00000122307 230  224-406
:ENSDARG00000058666_16.txt  ---total Length:559 ---#hits =3 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 193  126-217
ENSDARP00000122307 201  126-217
:ENSDARG00000058666_17.txt  ---total Length:596 ---#hits =3 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 125  101-544
ENSDARP00000122307 197  126-217
ENSDARP00000122307 230  224-406
:ENSDARG00000058666_18.txt  ---total Length:596 ---#hits =4 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 125  101-544
ENSDARP00000122307 197  126-217
ENSDARP00000122307 230  224-406
ENSDARP00000122307 238  224-406
:ENSDARG00000058666_19.txt  ---total Length:596 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 199  126-217
ENSDARP00000122307 232  224-406
:ENSDARG00000058666_2.txt  ---total Length:602 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 154  126-217
ENSDARP00000122307 203  126-217
:ENSDARG00000058666_20.txt  ---total Length:598 ---#hits =6 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 216  126-217
ENSDARP00000122307 249  224-406
ENSDARP00000122307 417  101-544
:ENSDARG00000058666_21.txt  ---total Length:602 ---#hits =8 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 166  126-217
ENSDARP00000122307 253  224-406
ENSDARP00000122307 261  224-406
ENSDARP00000122307 421  101-544
ENSDARP00000122307 472  446-514
:ENSDARG00000058666_22.txt  ---total Length:605 ---#hits =8 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 169  126-217
ENSDARP00000122307 223  101-544
ENSDARP00000122307 256  224-406
ENSDARP00000122307 424  101-544
ENSDARP00000122307 475  446-514
:ENSDARG00000058666_23.txt  ---total Length:605 ---#hits =9 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 169  126-217
ENSDARP00000122307 223  101-544
ENSDARP00000122307 256  224-406
ENSDARP00000122307 264  224-406
ENSDARP00000122307 424  101-544
ENSDARP00000122307 475  446-514
:ENSDARG00000058666_24.txt  ---total Length:607 ---#hits =7 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 171  126-217
ENSDARP00000122307 225  224-406
ENSDARP00000122307 258  224-406
ENSDARP00000122307 426  101-544
:ENSDARG00000058666_25.txt  ---total Length:586 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 199  126-217
ENSDARP00000122307 232  224-406
:ENSDARG00000058666_26.txt  ---total Length:548 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 195  126-217
ENSDARP00000122307 203  126-217
:ENSDARG00000058666_27.txt  ---total Length:587 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 199  126-217
ENSDARP00000122307 232  224-406
:ENSDARG00000058666_28.txt  ---total Length:587 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 199  126-217
ENSDARP00000122307 240  224-406
:ENSDARG00000058666_29.txt  ---total Length:588 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 201  126-217
ENSDARP00000122307 234  224-406
:ENSDARG00000058666_3.txt  ---total Length:602 ---#hits =3 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 154  126-217
ENSDARP00000122307 203  126-217
ENSDARP00000122307 244  224-406
:ENSDARG00000058666_4.txt  ---total Length:604 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 156  126-217
ENSDARP00000122307 205  126-217
:ENSDARG00000058666_5.txt  ---total Length:599 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 167  126-217
ENSDARP00000122307 216  126-217
:ENSDARG00000058666_6.txt  ---total Length:598 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 167  126-217
ENSDARP00000122307 257  224-406
:ENSDARG00000058666_7.txt  ---total Length:598 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 167  126-217
ENSDARP00000122307 216  126-217
:ENSDARG00000058666_8.txt  ---total Length:598 ---#hits =3 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 167  126-217
ENSDARP00000122307 216  126-217
ENSDARP00000122307 257  224-406
:ENSDARG00000058666_9.txt  ---total Length:599 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307
ENSDARP00000122307 167  126-217
ENSDARP00000122307 216  126-217
:ENSDARG00000058822_0.txt  ---total Length:420 ---#hits =8 R: 12 NR: 11 ENSDARP00000137026
ENSDARP00000137026 170  1-353
ENSDARP00000137026 228  1-353
ENSDARP00000137026 264  1-353
ENSDARP00000137026 293  1-353
ENSDARP00000137026 334  1-353
ENSDARP00000137026 352  1-353
:ENSDARG00000058822_1.txt  ---total Length:432 ---#hits =8 R: 12 NR: 11 ENSDARP00000137026
ENSDARP00000137026 182  1-353
ENSDARP00000137026 240  1-353
ENSDARP00000137026 276  1-353
ENSDARP00000137026 305  1-353
ENSDARP00000137026 346  1-353
:ENSDARG00000059701_0.txt  ---total Length:1306 ---#hits =13 R: 10 NR: 11 ENSDARP00000128537
ENSDARP00000128537 28  7-109
ENSDARP00000128537 67  7-109
ENSDARP00000128537 102  7-109
ENSDARP00000128537 181  110-212
ENSDARP00000128537 472  1-1255
ENSDARP00000128537 475  1-1255
ENSDARP00000128537 478  1-1255
ENSDARP00000128537 479  1-1255
ENSDARP00000128537 523  484-607
ENSDARP00000128537 546  484-607
ENSDARP00000128537 559  484-607
ENSDARP00000128537 787  753-847
ENSDARP00000128537 802  753-847
:ENSDARG00000059768_0.txt  ---total Length:1730 ---#hits =1 R: 12 NR: 12 ENSDARP00000125720
ENSDARP00000125720 1430  1040-1498
:ENSDARG00000059768_1.txt  ---total Length:1655 ---#hits =4 R: 12 NR: 12 ENSDARP00000125720
ENSDARP00000125720 1340  1040-1498
ENSDARP00000125720 1348  1040-1498
ENSDARP00000125720 1369  1040-1498
ENSDARP00000125720 1386  1040-1498
:ENSDARG00000059768_2.txt  ---total Length:1720 ---#hits =1 R: 12 NR: 12 ENSDARP00000125720
ENSDARP00000125720 1384  1040-1498
:ENSDARG00000059768_3.txt  ---total Length:1696 ---#hits =3 R: 12 NR: 12 ENSDARP00000125720
ENSDARP00000125720 1369  1040-1498
ENSDARP00000125720 1382  1040-1498
ENSDARP00000125720 1407  1040-1498
:ENSDARG00000059773_0.txt  ---total Length:1601 ---#hits =18 R: 11 NR: 12 ENSDARP00000118257
ENSDARP00000118257 131  124-967
ENSDARP00000118257 132  124-967
ENSDARP00000118257 282  124-967
ENSDARP00000118257 359  124-967
ENSDARP00000118257 414  124-967
ENSDARP00000118257 551  124-967
ENSDARP00000118257 552  124-967
ENSDARP00000118257 891  124-967
ENSDARP00000118257 930  124-967
ENSDARP00000118257 934  124-967
ENSDARP00000118257 956  124-967
:ENSDARG00000059773_1.txt  ---total Length:1795 ---#hits =21 R: 11 NR: 12 ENSDARP00000118257
ENSDARP00000118257 131  124-967
ENSDARP00000118257 132  124-967
ENSDARP00000118257 294  124-967
ENSDARP00000118257 371  124-967
ENSDARP00000118257 426  124-967
ENSDARP00000118257 563  124-967
ENSDARP00000118257 564  124-967
ENSDARP00000118257 730  712-732
ENSDARP00000118257 731  712-732
ENSDARP00000118257 842  124-967
ENSDARP00000118257 921  124-967
ENSDARP00000118257 960  124-967
ENSDARP00000118257 964  124-967
:ENSDARG00000060871_0.txt  ---total Length:1015 ---#hits =1 R: 12 NR: 11 ENSDARP00000122667
:ENSDARG00000060900_1.txt  ---total Length:490 ---#hits =1 R: 12 NR: 12 ENSDARP00000080722
ENSDARP00000080722 354  331-360
:ENSDARG00000061124_0.txt  ---total Length:676 ---#hits =17 R: 12 NR: 12 ENSDARP00000081257
ENSDARP00000081257 99  30-299
ENSDARP00000081257 105  30-299
ENSDARP00000081257 156  30-299
ENSDARP00000081257 158  30-299
ENSDARP00000081257 175  30-299
ENSDARP00000081257 225  30-299
ENSDARP00000081257 252  30-299
ENSDARP00000081257 262  30-299
ENSDARP00000081257 272  30-299
ENSDARP00000081257 349  331-404
ENSDARP00000081257 383  351-439
ENSDARP00000081257 405  351-439
ENSDARP00000081257 416  351-439
ENSDARP00000081257 446  440-649
ENSDARP00000081257 453  440-649
ENSDARP00000081257 510  440-649
ENSDARP00000081257 577  440-649
:ENSDARG00000061124_1.txt  ---total Length:676 ---#hits =15 R: 12 NR: 12 ENSDARP00000081257
ENSDARP00000081257 99  30-299
ENSDARP00000081257 105  30-299
ENSDARP00000081257 156  30-299
ENSDARP00000081257 158  30-299
ENSDARP00000081257 217  30-299
ENSDARP00000081257 248  30-299
ENSDARP00000081257 258  30-299
ENSDARP00000081257 268  30-299
ENSDARP00000081257 348  331-404
ENSDARP00000081257 404  351-439
ENSDARP00000081257 415  351-439
ENSDARP00000081257 445  440-649
ENSDARP00000081257 452  440-649
ENSDARP00000081257 479  440-649
ENSDARP00000081257 577  440-649
:ENSDARG00000061124_2.txt  ---total Length:680 ---#hits =14 R: 12 NR: 12 ENSDARP00000081257
ENSDARP00000081257 99  30-299
ENSDARP00000081257 105  30-299
ENSDARP00000081257 156  30-299
ENSDARP00000081257 158  30-299
ENSDARP00000081257 175  30-299
ENSDARP00000081257 225  30-299
ENSDARP00000081257 252  30-299
ENSDARP00000081257 262  30-299
ENSDARP00000081257 272  30-299
ENSDARP00000081257 349  331-404
ENSDARP00000081257 383  351-439
ENSDARP00000081257 484  440-649
ENSDARP00000081257 514  440-649
ENSDARP00000081257 581  440-649
:ENSDARG00000061124_3.txt  ---total Length:685 ---#hits =11 R: 12 NR: 12 ENSDARP00000081257
ENSDARP00000081257 99  30-299
ENSDARP00000081257 105  30-299
ENSDARP00000081257 156  30-299
ENSDARP00000081257 158  30-299
ENSDARP00000081257 217  30-299
ENSDARP00000081257 248  30-299
ENSDARP00000081257 258  30-299
ENSDARP00000081257 268  30-299
ENSDARP00000081257 353  351-439
ENSDARP00000081257 488  440-649
ENSDARP00000081257 586  440-649
:ENSDARG00000061948_0.txt  ---total Length:955 ---#hits =16 R: 10 NR: 12 ENSDARP00000114222
ENSDARP00000114222 129  29-626
ENSDARP00000114222 138  29-626
ENSDARP00000114222 142  29-626
ENSDARP00000114222 167  29-626
ENSDARP00000114222 172  29-626
ENSDARP00000114222 184  29-626
ENSDARP00000114222 493  481-508
ENSDARP00000114222 502  481-508
ENSDARP00000114222 506  481-508
:ENSDARG00000061948_1.txt  ---total Length:942 ---#hits =13 R: 10 NR: 12 ENSDARP00000114222
ENSDARP00000114222 129  29-626
ENSDARP00000114222 138  29-626
ENSDARP00000114222 142  29-626
ENSDARP00000114222 167  29-626
ENSDARP00000114222 172  29-626
ENSDARP00000114222 184  29-626
ENSDARP00000114222 482  481-508
ENSDARP00000114222 491  481-508
ENSDARP00000114222 495  481-508
:ENSDARG00000062221_0.txt  ---total Length:1607 ---#hits =1 R: 10 NR: 12 ENSDARP00000123586
:ENSDARG00000062221_1.txt  ---total Length:1601 ---#hits =1 R: 10 NR: 12 ENSDARP00000123586
:ENSDARG00000062550_0.txt  ---total Length:1210 ---#hits =3 R: 10 NR: 10 ENSDARP00000120858
ENSDARP00000120858 92  1-649
:ENSDARG00000062550_1.txt  ---total Length:1208 ---#hits =3 R: 10 NR: 10 ENSDARP00000120858
ENSDARP00000120858 92  1-649
:ENSDARG00000063031_0.txt  ---total Length:1560 ---#hits =12 R: 12 NR: 12 ENSDARP00000121746
ENSDARP00000121746 645  578-655
ENSDARP00000121746 744  716-873
ENSDARP00000121746 745  716-873
ENSDARP00000121746 829  716-873
ENSDARP00000121746 836  716-873
ENSDARP00000121746 838  716-873
ENSDARP00000121746 961  951-971
:ENSDARG00000063031_1.txt  ---total Length:1551 ---#hits =16 R: 12 NR: 12 ENSDARP00000121746
ENSDARP00000121746 643  578-655
ENSDARP00000121746 743  716-873
ENSDARP00000121746 744  716-873
ENSDARP00000121746 828  716-873
ENSDARP00000121746 835  716-873
ENSDARP00000121746 837  716-873
ENSDARP00000121746 960  951-971
:ENSDARG00000063031_2.txt  ---total Length:1567 ---#hits =3 R: 12 NR: 12 ENSDARP00000121746
ENSDARP00000121746 274  246-420
ENSDARP00000121746 295  284-418
ENSDARP00000121746 303  284-418
:ENSDARG00000063031_3.txt  ---total Length:1565 ---#hits =3 R: 12 NR: 12 ENSDARP00000121746
ENSDARP00000121746 274  246-420
ENSDARP00000121746 295  284-418
ENSDARP00000121746 303  284-418
:ENSDARG00000063437_0.txt  ---total Length:414 ---#hits =3 R: 11 NR: 12 ENSDARP00000105575
ENSDARP00000105575 93  22-381
ENSDARP00000105575 113  22-381
ENSDARP00000105575 340  22-381
:ENSDARG00000063437_1.txt  ---total Length:414 ---#hits =3 R: 11 NR: 12 ENSDARP00000105575
ENSDARP00000105575 93  22-381
ENSDARP00000105575 113  22-381
ENSDARP00000105575 340  22-381
:ENSDARG00000068157_0.txt  ---total Length:1400 ---#hits =5 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 543  496-573
ENSDARP00000107170 575  574-654
ENSDARP00000107170 667  655-733
ENSDARP00000107170 853  760-1017
:ENSDARG00000068157_1.txt  ---total Length:1400 ---#hits =3 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 543  496-573
ENSDARP00000107170 575  574-654
:ENSDARG00000068157_10.txt  ---total Length:1397 ---#hits =5 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 540  496-573
ENSDARP00000107170 572  496-573
ENSDARP00000107170 664  655-733
ENSDARP00000107170 850  760-1017
:ENSDARG00000068157_11.txt  ---total Length:1398 ---#hits =3 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 541  496-573
ENSDARP00000107170 573  559-589
:ENSDARG00000068157_2.txt  ---total Length:1395 ---#hits =8 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 540  496-573
ENSDARP00000107170 568  496-573
ENSDARP00000107170 572  496-573
ENSDARP00000107170 634  574-654
ENSDARP00000107170 664  655-733
ENSDARP00000107170 848  760-1017
:ENSDARG00000068157_3.txt  ---total Length:1395 ---#hits =6 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 284  274-361
ENSDARP00000107170 540  496-573
ENSDARP00000107170 568  496-573
ENSDARP00000107170 572  496-573
:ENSDARG00000068157_4.txt  ---total Length:1400 ---#hits =5 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 543  496-573
ENSDARP00000107170 575  574-654
ENSDARP00000107170 667  655-733
ENSDARP00000107170 853  760-1017
:ENSDARG00000068157_5.txt  ---total Length:1400 ---#hits =3 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 543  496-573
ENSDARP00000107170 575  574-654
:ENSDARG00000068157_6.txt  ---total Length:1397 ---#hits =5 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 540  496-573
ENSDARP00000107170 572  496-573
ENSDARP00000107170 664  655-733
ENSDARP00000107170 850  760-1017
:ENSDARG00000068157_7.txt  ---total Length:1398 ---#hits =3 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 541  496-573
ENSDARP00000107170 573  559-589
:ENSDARG00000068157_8.txt  ---total Length:1393 ---#hits =7 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 538  496-573
ENSDARP00000107170 566  496-573
ENSDARP00000107170 570  496-573
ENSDARP00000107170 632  574-654
ENSDARP00000107170 662  655-733
ENSDARP00000107170 846  760-1017
:ENSDARG00000068157_9.txt  ---total Length:1393 ---#hits =5 R: 10 NR: 11 ENSDARP00000107170
ENSDARP00000107170 284  274-361
ENSDARP00000107170 538  496-573
ENSDARP00000107170 566  496-573
ENSDARP00000107170 570  496-573
:ENSDARG00000068787_0.txt  ---total Length:799 ---#hits =3 R: 12 NR: 11 ENSDARP00000090381
ENSDARP00000090381 87  63-368
ENSDARP00000090381 139  63-368
ENSDARP00000090381 266  63-368
:ENSDARG00000068787_1.txt  ---total Length:798 ---#hits =3 R: 12 NR: 11 ENSDARP00000090381
ENSDARP00000090381 87  63-368
ENSDARP00000090381 139  63-368
ENSDARP00000090381 266  63-368
:ENSDARG00000068787_2.txt  ---total Length:802 ---#hits =7 R: 12 NR: 11 ENSDARP00000090381
ENSDARP00000090381 87  63-368
ENSDARP00000090381 139  63-368
ENSDARP00000090381 267  63-368
ENSDARP00000090381 601  434-644
ENSDARP00000090381 641  434-644
ENSDARP00000090381 677  441-718
ENSDARP00000090381 680  441-718
:ENSDARG00000068787_3.txt  ---total Length:801 ---#hits =7 R: 12 NR: 11 ENSDARP00000090381
ENSDARP00000090381 87  63-368
ENSDARP00000090381 139  63-368
ENSDARP00000090381 267  63-368
ENSDARP00000090381 600  434-644
ENSDARP00000090381 640  434-644
ENSDARP00000090381 676  441-718
ENSDARP00000090381 679  441-718
:ENSDARG00000068787_4.txt  ---total Length:799 ---#hits =7 R: 12 NR: 11 ENSDARP00000090381
ENSDARP00000090381 87  63-368
ENSDARP00000090381 139  63-368
ENSDARP00000090381 266  63-368
ENSDARP00000090381 600  434-644
ENSDARP00000090381 639  434-644
ENSDARP00000090381 675  441-718
ENSDARP00000090381 678  441-718
:ENSDARG00000068787_5.txt  ---total Length:798 ---#hits =7 R: 12 NR: 11 ENSDARP00000090381
ENSDARP00000090381 87  63-368
ENSDARP00000090381 139  63-368
ENSDARP00000090381 266  63-368
ENSDARP00000090381 599  434-644
ENSDARP00000090381 638  434-644
ENSDARP00000090381 674  441-718
ENSDARP00000090381 677  441-718
:ENSDARG00000069342_0.txt  ---total Length:324 ---#hits =22 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 203  192-221
ENSDARP00000119414 205  192-221
ENSDARP00000119414 207  192-221
ENSDARP00000119414 214  192-221
ENSDARP00000119414 216  192-221
ENSDARP00000119414 226  137-242
ENSDARP00000119414 228  137-242
:ENSDARG00000069342_1.txt  ---total Length:330 ---#hits =16 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 208  192-221
ENSDARP00000119414 210  192-221
ENSDARP00000119414 212  192-221
ENSDARP00000119414 219  192-221
ENSDARP00000119414 221  199-226
ENSDARP00000119414 231  137-242
ENSDARP00000119414 233  137-242
:ENSDARG00000069342_10.txt  ---total Length:330 ---#hits =23 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 207  192-221
ENSDARP00000119414 209  192-221
ENSDARP00000119414 211  192-221
ENSDARP00000119414 218  192-221
ENSDARP00000119414 220  192-221
ENSDARP00000119414 230  137-242
ENSDARP00000119414 232  137-242
:ENSDARG00000069342_11.txt  ---total Length:326 ---#hits =14 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 202  192-221
ENSDARP00000119414 204  192-221
ENSDARP00000119414 206  192-221
ENSDARP00000119414 213  192-221
ENSDARP00000119414 215  192-221
ENSDARP00000119414 225  199-226
ENSDARP00000119414 227  137-242
:ENSDARG00000069342_12.txt  ---total Length:324 ---#hits =24 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 203  192-221
ENSDARP00000119414 205  192-221
ENSDARP00000119414 207  192-221
ENSDARP00000119414 214  192-221
ENSDARP00000119414 216  192-221
ENSDARP00000119414 226  137-242
ENSDARP00000119414 228  137-242
:ENSDARG00000069342_13.txt  ---total Length:329 ---#hits =16 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 207  192-221
ENSDARP00000119414 209  192-221
ENSDARP00000119414 211  192-221
ENSDARP00000119414 218  192-221
ENSDARP00000119414 220  192-221
ENSDARP00000119414 230  137-242
ENSDARP00000119414 232  137-242
:ENSDARG00000069342_14.txt  ---total Length:334 ---#hits =25 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 211  192-221
ENSDARP00000119414 213  192-221
ENSDARP00000119414 215  192-221
ENSDARP00000119414 222  199-226
ENSDARP00000119414 224  199-226
ENSDARP00000119414 234  137-242
ENSDARP00000119414 236  137-242
:ENSDARG00000069342_15.txt  ---total Length:331 ---#hits =15 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 207  192-221
ENSDARP00000119414 209  192-221
ENSDARP00000119414 211  192-221
ENSDARP00000119414 218  192-221
ENSDARP00000119414 220  192-221
ENSDARP00000119414 230  137-242
ENSDARP00000119414 232  137-242
:ENSDARG00000069342_2.txt  ---total Length:326 ---#hits =27 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 202  192-221
ENSDARP00000119414 204  192-221
ENSDARP00000119414 206  192-221
ENSDARP00000119414 213  192-221
ENSDARP00000119414 215  192-221
ENSDARP00000119414 225  199-226
ENSDARP00000119414 227  137-242
:ENSDARG00000069342_3.txt  ---total Length:326 ---#hits =13 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 202  192-221
ENSDARP00000119414 204  192-221
ENSDARP00000119414 206  192-221
ENSDARP00000119414 213  192-221
ENSDARP00000119414 215  192-221
ENSDARP00000119414 225  199-226
ENSDARP00000119414 227  137-242
:ENSDARG00000069342_4.txt  ---total Length:323 ---#hits =24 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 202  192-221
ENSDARP00000119414 204  192-221
ENSDARP00000119414 206  192-221
ENSDARP00000119414 213  192-221
ENSDARP00000119414 215  192-221
ENSDARP00000119414 225  199-226
ENSDARP00000119414 227  137-242
:ENSDARG00000069342_5.txt  ---total Length:329 ---#hits =14 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 207  192-221
ENSDARP00000119414 209  192-221
ENSDARP00000119414 211  192-221
ENSDARP00000119414 218  192-221
ENSDARP00000119414 220  192-221
ENSDARP00000119414 230  137-242
ENSDARP00000119414 232  137-242
:ENSDARG00000069342_6.txt  ---total Length:328 ---#hits =17 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 204  192-221
ENSDARP00000119414 206  192-221
ENSDARP00000119414 208  192-221
ENSDARP00000119414 215  192-221
ENSDARP00000119414 217  192-221
ENSDARP00000119414 227  137-242
ENSDARP00000119414 229  137-242
:ENSDARG00000069342_7.txt  ---total Length:328 ---#hits =15 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 204  192-221
ENSDARP00000119414 206  192-221
ENSDARP00000119414 208  192-221
ENSDARP00000119414 215  192-221
ENSDARP00000119414 217  192-221
ENSDARP00000119414 227  137-242
ENSDARP00000119414 229  137-242
:ENSDARG00000069342_8.txt  ---total Length:335 ---#hits =19 R: 4 NR: 11 ENSDARP00000119414
ENSDARP00000119414 218  192-221
ENSDARP00000119414 225  199-226
ENSDARP00000119414 227  137-242
