:ENSDARG00000000906_0.txt  ---total Length:383 ---#hits =2 R: 12 NR: 12 ENSDARP00000052659
ENSDARP00000043238 206  119-362
ENSDARP00000043238 208  119-362
ENSDARP00000043238 209  119-362
ENSDARP00000043238 210  119-362
ENSDARP00000043238 215  119-362
ENSDARP00000043238 216  119-362
ENSDARP00000043238 217  119-362
ENSDARP00000043238 218  119-362
ENSDARP00000043238 219  119-362
ENSDARP00000043238 222  119-362
ENSDARP00000043238 223  119-362
ENSDARP00000043238 224  119-362
ENSDARP00000043238 225  119-362
ENSDARP00000043238 226  119-362
ENSDARP00000043238 228  119-362
ENSDARP00000043238 229  119-362
ENSDARP00000043238 230  119-362
ENSDARP00000043238 233  119-362
ENSDARP00000043238 235  119-362
ENSDARP00000043238 236  119-362
ENSDARP00000043238 237  119-362
ENSDARP00000043238 238  119-362
ENSDARP00000043238 239  119-362
ENSDARP00000043238 240  119-362
ENSDARP00000043238 241  119-362
ENSDARP00000043238 242  119-362
ENSDARP00000043238 243  119-362
ENSDARP00000043238 244  119-362
ENSDARP00000043238 246  119-362
ENSDARP00000043238 250  119-362
ENSDARP00000043238 251  119-362
ENSDARP00000043238 255  119-362
ENSDARP00000043238 267  119-362
ENSDARP00000043238 269  119-362
ENSDARP00000043238 271  119-362
ENSDARP00000043238 274  119-362
ENSDARP00000043238 284  119-362
ENSDARP00000043238 293  119-362
ENSDARP00000043238 294  119-362
ENSDARP00000043238 295  119-362
ENSDARP00000043238 297  119-362
ENSDARP00000043238 310  119-362
ENSDARP00000043238 317  119-362
ENSDARP00000043238 325  119-362
ENSDARP00000043238 328  119-362
ENSDARP00000043238 332  119-362
ENSDARP00000043238 333  119-362
ENSDARP00000043238 334  119-362
ENSDARP00000043238 337  119-362
ENSDARP00000043238 340  119-362
ENSDARP00000043238 342  119-362
ENSDARP00000043238 343  119-362
ENSDARP00000043238 344  119-362
ENSDARP00000043238 353  119-362
ENSDARP00000043238 356  119-362
ENSDARP00000043238 357  119-362
ENSDARP00000043238 358  119-362
ENSDARP00000043238 359  119-362
ENSDARP00000043238 360  119-362
ENSDARP00000043238 361  119-362
ENSDARP00000043238 362  115-364
ENSDARP00000043238 363  115-364
ENSDARP00000043238 364  3-368
ENSDARP00000043238 365  3-368
ENSDARP00000043238 366  3-368
ENSDARP00000043238 367  3-368
:ENSDARG00000013227_1.txt  ---total Length:429 ---#hits =171 R: 11 NR: 0 ENSDARP00000043238
ENSDARP00000043238 33  27-104
ENSDARP00000043238 34  27-104
ENSDARP00000043238 36  27-104
ENSDARP00000043238 37  27-104
ENSDARP00000043238 39  27-104
ENSDARP00000043238 40  27-104
ENSDARP00000043238 41  27-104
ENSDARP00000043238 44  27-104
ENSDARP00000043238 46  27-104
ENSDARP00000043238 47  27-104
ENSDARP00000043238 50  27-104
ENSDARP00000043238 51  27-104
ENSDARP00000043238 52  27-104
ENSDARP00000043238 60  27-104
ENSDARP00000043238 62  27-104
ENSDARP00000043238 64  27-104
ENSDARP00000043238 65  27-104
ENSDARP00000043238 67  27-104
ENSDARP00000043238 68  27-104
ENSDARP00000043238 69  27-104
ENSDARP00000043238 71  27-104
ENSDARP00000043238 73  27-104
ENSDARP00000043238 75  27-104
ENSDARP00000043238 76  27-104
ENSDARP00000043238 80  27-104
ENSDARP00000043238 81  27-104
ENSDARP00000043238 86  27-104
ENSDARP00000043238 89  27-104
ENSDARP00000043238 90  27-104
ENSDARP00000043238 92  27-104
ENSDARP00000043238 103  27-104
ENSDARP00000043238 104  28-109
ENSDARP00000043238 108  28-109
ENSDARP00000043238 121  119-362
ENSDARP00000043238 126  119-362
ENSDARP00000043238 130  119-362
ENSDARP00000043238 131  119-362
ENSDARP00000043238 132  119-362
ENSDARP00000043238 133  119-362
ENSDARP00000043238 134  119-362
ENSDARP00000043238 138  119-362
ENSDARP00000043238 141  119-362
ENSDARP00000043238 148  119-362
ENSDARP00000043238 149  119-362
ENSDARP00000043238 150  119-362
ENSDARP00000043238 151  119-362
ENSDARP00000043238 152  119-362
ENSDARP00000043238 153  119-362
ENSDARP00000043238 155  119-362
ENSDARP00000043238 157  119-362
ENSDARP00000043238 160  119-362
ENSDARP00000043238 164  119-362
ENSDARP00000043238 173  119-362
ENSDARP00000043238 174  119-362
ENSDARP00000043238 175  119-362
ENSDARP00000043238 177  119-362
ENSDARP00000043238 178  119-362
ENSDARP00000043238 179  119-362
ENSDARP00000043238 180  119-362
ENSDARP00000043238 181  119-362
ENSDARP00000043238 182  119-362
ENSDARP00000043238 183  119-362
ENSDARP00000043238 184  119-362
ENSDARP00000043238 193  119-362
ENSDARP00000043238 198  119-362
ENSDARP00000043238 200  119-362
ENSDARP00000043238 201  119-362
ENSDARP00000043238 202  119-362
ENSDARP00000043238 204  119-362
ENSDARP00000043238 205  119-362
ENSDARP00000043238 206  119-362
ENSDARP00000043238 208  119-362
ENSDARP00000043238 209  119-362
ENSDARP00000043238 210  119-362
ENSDARP00000043238 215  119-362
ENSDARP00000043238 216  119-362
ENSDARP00000043238 217  119-362
ENSDARP00000043238 218  119-362
ENSDARP00000043238 219  119-362
ENSDARP00000043238 222  119-362
ENSDARP00000043238 223  119-362
ENSDARP00000043238 224  119-362
ENSDARP00000043238 225  119-362
ENSDARP00000043238 226  119-362
ENSDARP00000043238 228  119-362
ENSDARP00000043238 229  119-362
ENSDARP00000043238 230  119-362
ENSDARP00000043238 233  119-362
ENSDARP00000043238 235  119-362
ENSDARP00000043238 236  119-362
ENSDARP00000043238 237  119-362
ENSDARP00000043238 238  119-362
ENSDARP00000043238 239  119-362
ENSDARP00000043238 240  119-362
ENSDARP00000043238 241  119-362
ENSDARP00000043238 242  119-362
ENSDARP00000043238 243  119-362
ENSDARP00000043238 244  119-362
ENSDARP00000043238 246  119-362
ENSDARP00000043238 250  119-362
ENSDARP00000043238 251  119-362
ENSDARP00000043238 255  119-362
ENSDARP00000043238 267  119-362
ENSDARP00000043238 269  119-362
ENSDARP00000043238 271  119-362
ENSDARP00000043238 274  119-362
ENSDARP00000043238 284  119-362
ENSDARP00000043238 293  119-362
ENSDARP00000043238 294  119-362
ENSDARP00000043238 295  119-362
ENSDARP00000043238 297  119-362
ENSDARP00000043238 310  119-362
ENSDARP00000043238 317  119-362
ENSDARP00000043238 325  119-362
ENSDARP00000043238 328  119-362
ENSDARP00000043238 332  119-362
ENSDARP00000043238 333  119-362
ENSDARP00000043238 334  119-362
ENSDARP00000043238 337  119-362
ENSDARP00000043238 340  119-362
ENSDARP00000043238 342  119-362
ENSDARP00000043238 343  119-362
ENSDARP00000043238 344  119-362
ENSDARP00000043238 353  119-362
ENSDARP00000043238 356  119-362
ENSDARP00000043238 357  119-362
ENSDARP00000043238 358  119-362
ENSDARP00000043238 359  119-362
ENSDARP00000043238 360  119-362
ENSDARP00000043238 361  119-362
ENSDARP00000043238 362  115-364
ENSDARP00000043238 363  115-364
ENSDARP00000043238 364  3-368
ENSDARP00000043238 365  3-368
ENSDARP00000043238 366  3-368
ENSDARP00000043238 367  3-368
:ENSDARG00000013845_0.txt  ---total Length:816 ---#hits =3 R: 12 NR: 12 ENSDARP00000018028
ENSDARP00000018028 256  2-595
ENSDARP00000018028 403  299-426
ENSDARP00000018028 422  299-426
:ENSDARG00000014246_0.txt  ---total Length:1419 ---#hits =11 R: 12 NR: 11 ENSDARP00000026847
ENSDARP00000026847 307  286-334
ENSDARP00000026847 488  482-520
ENSDARP00000026847 692  662-699
ENSDARP00000026847 705  700-743
ENSDARP00000026847 720  700-743
ENSDARP00000026847 723  700-743
ENSDARP00000026847 804  745-856
:ENSDARG00000014321_0.txt  ---total Length:423 ---#hits =19 R: 7 NR: 11 ENSDARP00000023487
ENSDARP00000023487 134  131-201
ENSDARP00000023487 164  131-201
ENSDARP00000023487 183  131-201
ENSDARP00000023487 188  131-201
ENSDARP00000023487 191  131-201
ENSDARP00000023487 195  131-201
:ENSDARG00000014673_0.txt  ---total Length:604 ---#hits =17 R: 10 NR: 10 ENSDARP00000006458
ENSDARP00000006458 37  34-155
ENSDARP00000006458 43  34-155
ENSDARP00000006458 110  34-155
ENSDARP00000006458 125  34-155
ENSDARP00000006458 227  218-542
ENSDARP00000006458 299  218-542
ENSDARP00000006458 303  218-542
ENSDARP00000006458 326  218-542
ENSDARP00000006458 372  218-542
ENSDARP00000006458 383  218-542
ENSDARP00000006458 398  218-542
ENSDARP00000006458 474  218-542
ENSDARP00000006458 509  218-542
ENSDARP00000006458 560  1-578
ENSDARP00000006458 561  1-578
ENSDARP00000006458 562  1-578
:ENSDARG00000014673_1.txt  ---total Length:602 ---#hits =14 R: 10 NR: 10 ENSDARP00000006458
ENSDARP00000006458 36  34-155
ENSDARP00000006458 42  34-155
ENSDARP00000006458 109  34-155
ENSDARP00000006458 124  34-155
ENSDARP00000006458 226  218-542
ENSDARP00000006458 298  218-542
ENSDARP00000006458 302  218-542
ENSDARP00000006458 325  218-542
ENSDARP00000006458 371  218-542
ENSDARP00000006458 382  218-542
ENSDARP00000006458 397  218-542
ENSDARP00000006458 473  218-542
ENSDARP00000006458 508  218-542
:ENSDARG00000015495_0.txt  ---total Length:494 ---#hits =1 R: 12 NR: 12 ENSDARP00000015473
:ENSDARG00000015495_1.txt  ---total Length:494 ---#hits =1 R: 12 NR: 12 ENSDARP00000015473
:ENSDARG00000015829_0.txt  ---total Length:1150 ---#hits =32 R: 11 NR: 11 ENSDARP00000064825
ENSDARP00000064825 242  204-1001
ENSDARP00000064825 243  204-1001
ENSDARP00000064825 246  204-1001
ENSDARP00000064825 248  204-1001
ENSDARP00000064825 341  204-1001
ENSDARP00000064825 343  204-1001
ENSDARP00000064825 346  204-1001
ENSDARP00000064825 498  204-1001
ENSDARP00000064825 499  204-1001
ENSDARP00000064825 515  509-758
ENSDARP00000064825 544  509-758
ENSDARP00000064825 556  509-758
ENSDARP00000064825 641  509-758
ENSDARP00000064825 649  509-758
ENSDARP00000064825 693  509-758
ENSDARP00000064825 844  759-933
ENSDARP00000064825 886  759-933
ENSDARP00000064825 958  204-1001
ENSDARP00000064825 970  204-1001
ENSDARP00000064825 987  204-1001
:ENSDARG00000015829_1.txt  ---total Length:1149 ---#hits =29 R: 11 NR: 11 ENSDARP00000064825
ENSDARP00000064825 235  204-1001
ENSDARP00000064825 236  204-1001
ENSDARP00000064825 239  204-1001
ENSDARP00000064825 241  204-1001
ENSDARP00000064825 332  204-1001
ENSDARP00000064825 334  204-1001
ENSDARP00000064825 336  204-1001
ENSDARP00000064825 339  204-1001
ENSDARP00000064825 340  204-1001
ENSDARP00000064825 393  204-1001
ENSDARP00000064825 495  204-1001
ENSDARP00000064825 496  204-1001
ENSDARP00000064825 512  509-758
ENSDARP00000064825 541  509-758
ENSDARP00000064825 553  509-758
ENSDARP00000064825 639  509-758
ENSDARP00000064825 647  509-758
ENSDARP00000064825 691  509-758
ENSDARP00000064825 842  759-933
ENSDARP00000064825 885  759-933
ENSDARP00000064825 957  204-1001
ENSDARP00000064825 969  204-1001
ENSDARP00000064825 986  204-1001
:ENSDARG00000016200_0.txt  ---total Length:400 ---#hits =9 R: 5 NR: 12 ENSDARP00000036401
ENSDARP00000036401 27  1-340
ENSDARP00000036401 28  1-340
ENSDARP00000036401 57  1-340
ENSDARP00000036401 69  67-314
ENSDARP00000036401 136  79-155
ENSDARP00000036401 289  156-333
ENSDARP00000036401 323  156-333
:ENSDARG00000016470_0.txt  ---total Length:348 ---#hits =1 R: 12 NR: 12 ENSDARP00000134240
:ENSDARG00000016470_1.txt  ---total Length:348 ---#hits =2 R: 12 NR: 12 ENSDARP00000134240
:ENSDARG00000016484_0.txt  ---total Length:628 ---#hits =5 R: 12 NR: 12 ENSDARP00000105779
:ENSDARG00000016484_1.txt  ---total Length:625 ---#hits =5 R: 12 NR: 12 ENSDARP00000105779
:ENSDARG00000016999_0.txt  ---total Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_1.txt  ---total Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 26  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_10.txt  ---total Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_100.txt  ---total Length:237 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_101.txt  ---total Length:237 ---#hits =5 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_102.txt  ---total Length:238 ---#hits =5 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_103.txt  ---total Length:238 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_104.txt  ---total Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_105.txt  ---total Length:237 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_106.txt  ---total Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_107.txt  ---total Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_108.txt  ---total Length:240 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_109.txt  ---total Length:240 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_11.txt  ---total Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 26  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_110.txt  ---total Length:241 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_111.txt  ---total Length:241 ---#hits =5 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 31  8-199
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_112.txt  ---total Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_113.txt  ---total Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_114.txt  ---total Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_115.txt  ---total Length:238 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 25  8-199
ENSDARP00000089741 26  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_116.txt  ---total Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_117.txt  ---total Length:237 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_118.txt  ---total Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_119.txt  ---total Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_12.txt  ---total Length:240 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_13.txt  ---total Length:240 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_14.txt  ---total Length:241 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_15.txt  ---total Length:241 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 33  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_16.txt  ---total Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_17.txt  ---total Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 26  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_18.txt  ---total Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_19.txt  ---total Length:238 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 26  8-199
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_2.txt  ---total Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_20.txt  ---total Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_21.txt  ---total Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 26  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_22.txt  ---total Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_23.txt  ---total Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 26  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_24.txt  ---total Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_25.txt  ---total Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_26.txt  ---total Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_27.txt  ---total Length:238 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_28.txt  ---total Length:237 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_29.txt  ---total Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_3.txt  ---total Length:238 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 26  8-199
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_30.txt  ---total Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_31.txt  ---total Length:238 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_32.txt  ---total Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_33.txt  ---total Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_34.txt  ---total Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_35.txt  ---total Length:238 ---#hits =4 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
:ENSDARG00000016999_36.txt  ---total Length:240 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741
ENSDARP00000089741 29  8-199
ENSDARP00000089741 40  35-104
ENSDARP00000089741 46  35-104
